"Cluster","Mes","Tratamiento","N_Simulaciones","N_Ventas","Tasa_Curse","Tasa_Promedio","Monto_Promedio","Plazo_Promedio","Tasa_Prom","Revenue_Potencial"
"Renta Media","2021-08","Ejecutivo=1, Correos=2",26203,8636,32.9580582376064,1.74782780439279,3573742.61977636,27.5034156394306,0.0174782780439279,8273984471.27492
"Renta Media","2021-09","Ejecutivo=0, Correos=0",3092,1039,33.6028460543338,1.75263600491401,3515404.76714101,27.503234152652,0.0175263600491401,982071397.1885
"Renta Media","2021-09","Ejecutivo=0, Correos=1",3567,1235,34.6229324362209,1.7454414518027,3451840.44210821,27.5278945892907,0.017454414518027,1142254199.39595
"Renta Media","2021-09","Ejecutivo=0, Correos=2",2916,993,34.0534979423868,1.75867018577508,3505396.09533608,27.4454732510288,0.0175867018577508,937319682.719287
"Renta Media","2021-09","Ejecutivo=0, Correos=3",7590,2601,34.2687747035573,1.75235961258275,3484238.99552042,27.497233201581,0.0175235961258275,2435728120.55646
"Renta Media","2021-09","Ejecutivo=0, Correos=4",12462,4316,34.6332851869684,1.75165199112041,3464414.83646285,27.5280051356123,0.0175165199112041,4021688501.85853
"Renta Media","2021-09","Ejecutivo=1, Correos=0",3949,1277,32.3373005824259,1.75136259077015,3606680.24158015,27.4905039250443,0.0175136259077015,1236813723.30657
"Renta Media","2021-09","Ejecutivo=1, Correos=1",4393,1500,34.1452310493968,1.74378307933036,3509397.72160255,27.5347143182336,0.0174378307933036,1409415396.48646
"Renta Media","2021-09","Ejecutivo=1, Correos=2",25936,8461,32.6226095003084,1.74824809936644,3534678.02186151,27.5634639111659,0.0174824809936644,8037948784.90292
"Renta Media","2021-10","Ejecutivo=0, Correos=0",2972,985,33.14266487214,1.75257734345084,3451001.34219381,27.664199192463,0.0175257734345084,919495431.142365
"Renta Media","2021-10","Ejecutivo=0, Correos=1",3516,1168,33.2195676905574,1.74993085584104,3463914.10466439,27.4556313993174,0.0174993085584104,1084085677.9696
